Date,Expéditeur,Statut,Bordereau,Type,Nom,Prénom,Adresse,"Code Postal",Ville
"2016-04-02 23:00:00","tmp_toto company","en attente",10883,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2016-04-02 23:00:00","tmp_toto company","en attente",11384,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2016-04-02 23:00:00","tmp_toto company","en attente",11884,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2016-04-02 23:00:00","tmp_toto company","en attente",12382,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2016-04-02 23:00:00","tmp_toto company","en attente",12883,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2016-04-02 23:00:00","tmp_toto company","en attente",13385,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2016-04-02 23:00:00","tmp_toto company","en attente",13882,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2016-03-28 23:00:00","tmp_toto company","en attente",13883,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2016-03-28 23:00:00","tmp_toto company","en attente",10383,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2016-03-28 23:00:00","tmp_toto company","en attente",10881,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2016-03-28 23:00:00","tmp_toto company","en attente",11382,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2016-03-28 23:00:00","tmp_toto company","en attente",11882,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2016-03-28 23:00:00","tmp_toto company","en attente",12383,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2016-03-28 23:00:00","tmp_toto company","en attente",12882,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2016-03-28 23:00:00","tmp_toto company","en attente",13382,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2016-03-24 00:00:00","tmp_toto company","en attente",10381,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2016-03-24 00:00:00","tmp_toto company","en attente",10882,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2016-03-24 00:00:00","tmp_toto company","en attente",11381,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2016-03-24 00:00:00","tmp_toto company","en attente",11881,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2016-03-24 00:00:00","tmp_toto company","en attente",12381,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2016-03-24 00:00:00","tmp_toto company","en attente",12881,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2016-03-24 00:00:00","tmp_toto company","en attente",13381,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2016-03-24 00:00:00","tmp_toto company","en attente",13881,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2016-03-19 00:00:00","tmp_toto company","pris en charge",13880,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2016-03-19 00:00:00","tmp_toto company","en attente",10380,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2016-03-19 00:00:00","tmp_toto company","en attente",10880,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2016-03-19 00:00:00","tmp_toto company","en attente",11380,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2016-03-19 00:00:00","tmp_toto company","en attente",11879,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2016-03-19 00:00:00","tmp_toto company","en attente",12380,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2016-03-19 00:00:00","tmp_toto company","en attente",12880,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2016-03-19 00:00:00","tmp_toto company","en attente",13380,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2016-03-14 00:00:00","tmp_toto company","en attente",10379,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2016-03-14 00:00:00","tmp_toto company","en attente",10879,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2016-03-14 00:00:00","tmp_toto company","en attente",11379,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2016-03-14 00:00:00","tmp_toto company","en attente",11880,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2016-03-14 00:00:00","tmp_toto company","en attente",12379,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2016-03-14 00:00:00","tmp_toto company","en attente",12878,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2016-03-14 00:00:00","tmp_toto company","en attente",13379,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2016-03-14 00:00:00","tmp_toto company","en attente",13879,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2016-03-09 00:00:00","tmp_toto company","en attente",13877,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2016-03-09 00:00:00","tmp_toto company","en attente",10377,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2016-03-09 00:00:00","tmp_toto company","en attente",10878,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2016-03-09 00:00:00","tmp_toto company","en attente",11378,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2016-03-09 00:00:00","tmp_toto company","en attente",11878,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2016-03-09 00:00:00","tmp_toto company","en attente",12378,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2016-03-09 00:00:00","tmp_toto company","en attente",12879,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2016-03-09 00:00:00","tmp_toto company","en attente",13377,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2016-03-04 00:00:00","tmp_toto company","en attente",10378,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2016-03-04 00:00:00","tmp_toto company","en attente",10876,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2016-03-04 00:00:00","tmp_toto company","en attente",11377,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2016-03-04 00:00:00","tmp_toto company","en attente",11877,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2016-03-04 00:00:00","tmp_toto company","en attente",12376,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2016-03-04 00:00:00","tmp_toto company","en attente",12877,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2016-03-04 00:00:00","tmp_toto company","en attente",13378,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2016-03-04 00:00:00","tmp_toto company","pris en charge",13878,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2016-02-28 00:00:00","tmp_toto company","en attente",13876,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2016-02-28 00:00:00","tmp_toto company","en attente",10374,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2016-02-28 00:00:00","tmp_toto company","en attente",10875,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2016-02-28 00:00:00","tmp_toto company","en attente",11376,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2016-02-28 00:00:00","tmp_toto company","en attente",11874,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2016-02-28 00:00:00","tmp_toto company","pris en charge",12377,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2016-02-28 00:00:00","tmp_toto company","en attente",12876,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2016-02-28 00:00:00","tmp_toto company","en attente",13376,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2016-02-23 00:00:00","tmp_toto company","en attente",10373,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2016-02-23 00:00:00","tmp_toto company","en attente",10877,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2016-02-23 00:00:00","tmp_toto company","en attente",11375,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2016-02-23 00:00:00","tmp_toto company","en attente",11876,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2016-02-23 00:00:00","tmp_toto company","en attente",12375,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2016-02-23 00:00:00","tmp_toto company","en attente",12875,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2016-02-23 00:00:00","tmp_toto company","en attente",13374,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2016-02-23 00:00:00","tmp_toto company","en attente",13874,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2016-02-18 00:00:00","tmp_toto company","pris en charge",13875,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2016-02-18 00:00:00","tmp_toto company","en attente",10376,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2016-02-18 00:00:00","tmp_toto company","en attente",10874,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2016-02-18 00:00:00","tmp_toto company","en attente",11373,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2016-02-18 00:00:00","tmp_toto company","en attente",11875,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2016-02-18 00:00:00","tmp_toto company","en attente",12374,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2016-02-18 00:00:00","tmp_toto company","en attente",12874,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2016-02-18 00:00:00","tmp_toto company","en attente",13373,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2016-02-13 00:00:00","tmp_toto company","en attente",10375,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2016-02-13 00:00:00","tmp_toto company","en attente",10873,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2016-02-13 00:00:00","tmp_toto company","en attente",11372,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2016-02-13 00:00:00","tmp_toto company","en attente",11873,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2016-02-13 00:00:00","tmp_toto company","en attente",12373,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2016-02-13 00:00:00","tmp_toto company","en attente",12873,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2016-02-13 00:00:00","tmp_toto company","en attente",13375,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2016-02-13 00:00:00","tmp_toto company","en attente",13873,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2016-02-08 00:00:00","tmp_toto company","en attente",13871,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2016-02-08 00:00:00","tmp_toto company","en attente",10372,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2016-02-08 00:00:00","tmp_toto company","en attente",10872,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2016-02-08 00:00:00","tmp_toto company","en attente",11374,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2016-02-08 00:00:00","tmp_toto company","en attente",11870,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2016-02-08 00:00:00","tmp_toto company","en attente",12371,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2016-02-08 00:00:00","tmp_toto company","en attente",12872,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2016-02-08 00:00:00","tmp_toto company","en attente",13372,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2016-02-03 00:00:00","tmp_toto company","en attente",10371,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2016-02-03 00:00:00","tmp_toto company","en attente",10871,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2016-02-03 00:00:00","tmp_toto company","en attente",11369,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2016-02-03 00:00:00","tmp_toto company","en attente",11872,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2016-02-03 00:00:00","tmp_toto company","en attente",12370,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2016-02-03 00:00:00","tmp_toto company","en attente",12870,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2016-02-03 00:00:00","tmp_toto company","en attente",13371,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2016-02-03 00:00:00","tmp_toto company","en attente",13872,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2016-01-29 00:00:00","tmp_toto company","en attente",13870,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2016-01-29 00:00:00","tmp_toto company","en attente",10370,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2016-01-29 00:00:00","tmp_toto company","en attente",10870,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2016-01-29 00:00:00","tmp_toto company","en attente",11371,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2016-01-29 00:00:00","tmp_toto company","en attente",11869,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2016-01-29 00:00:00","tmp_toto company","en attente",12372,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2016-01-29 00:00:00","tmp_toto company","en attente",12871,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2016-01-29 00:00:00","tmp_toto company","en attente",13370,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2016-01-24 00:00:00","tmp_toto company","en attente",10369,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2016-01-24 00:00:00","tmp_toto company","en attente",10869,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2016-01-24 00:00:00","tmp_toto company","en attente",11370,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2016-01-24 00:00:00","tmp_toto company","en attente",11871,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2016-01-24 00:00:00","tmp_toto company","en attente",12369,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2016-01-24 00:00:00","tmp_toto company","en attente",12869,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2016-01-24 00:00:00","tmp_toto company","en attente",13369,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2016-01-24 00:00:00","tmp_toto company","en attente",13869,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2016-01-19 00:00:00","tmp_toto company","en attente",13868,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2016-01-19 00:00:00","tmp_toto company","en attente",10367,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2016-01-19 00:00:00","tmp_toto company","en attente",10868,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2016-01-19 00:00:00","tmp_toto company","en attente",11367,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2016-01-19 00:00:00","tmp_toto company","en attente",11868,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2016-01-19 00:00:00","tmp_toto company","en attente",12368,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2016-01-19 00:00:00","tmp_toto company","en attente",12868,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2016-01-19 00:00:00","tmp_toto company","en attente",13368,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2016-01-14 00:00:00","tmp_toto company","en attente",10368,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2016-01-14 00:00:00","tmp_toto company","en attente",10866,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2016-01-14 00:00:00","tmp_toto company","en attente",11368,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2016-01-14 00:00:00","tmp_toto company","en attente",11867,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2016-01-14 00:00:00","tmp_toto company","en attente",12367,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2016-01-14 00:00:00","tmp_toto company","en attente",12867,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2016-01-14 00:00:00","tmp_toto company","en attente",13366,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2016-01-14 00:00:00","tmp_toto company","en attente",13867,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2016-01-09 00:00:00","tmp_toto company","en attente",13866,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2016-01-09 00:00:00","tmp_toto company","en attente",10366,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2016-01-09 00:00:00","tmp_toto company","en attente",10867,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2016-01-09 00:00:00","tmp_toto company","en attente",11366,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2016-01-09 00:00:00","tmp_toto company","en attente",11866,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2016-01-09 00:00:00","tmp_toto company","en attente",12366,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2016-01-09 00:00:00","tmp_toto company","en attente",12866,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2016-01-09 00:00:00","tmp_toto company","en attente",13367,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2016-01-04 00:00:00","tmp_toto company","en attente",10365,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2016-01-04 00:00:00","tmp_toto company","en attente",10864,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2016-01-04 00:00:00","tmp_toto company","en attente",11365,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2016-01-04 00:00:00","tmp_toto company","pris en charge",11863,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2016-01-04 00:00:00","tmp_toto company","en attente",12364,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2016-01-04 00:00:00","tmp_toto company","en attente",12865,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2016-01-04 00:00:00","tmp_toto company","en attente",13365,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2016-01-04 00:00:00","tmp_toto company","en attente",13865,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2015-12-30 00:00:00","tmp_toto company","pris en charge",13864,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2015-12-30 00:00:00","tmp_toto company","en attente",10364,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2015-12-30 00:00:00","tmp_toto company","en attente",10865,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2015-12-30 00:00:00","tmp_toto company","en attente",11364,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2015-12-30 00:00:00","tmp_toto company","en attente",11865,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2015-12-30 00:00:00","tmp_toto company","en attente",12363,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2015-12-30 00:00:00","tmp_toto company","en attente",12864,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2015-12-30 00:00:00","tmp_toto company","en attente",13364,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2015-12-25 00:00:00","tmp_toto company","en attente",10363,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2015-12-25 00:00:00","tmp_toto company","en attente",10863,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2015-12-25 00:00:00","tmp_toto company","en attente",11362,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2015-12-25 00:00:00","tmp_toto company","en attente",11864,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2015-12-25 00:00:00","tmp_toto company","en attente",12362,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2015-12-25 00:00:00","tmp_toto company","en attente",12863,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2015-12-25 00:00:00","tmp_toto company","en attente",13362,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2015-12-25 00:00:00","tmp_toto company","en attente",13863,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2015-12-20 00:00:00","tmp_toto company","en attente",13862,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2015-12-20 00:00:00","tmp_toto company","en attente",10362,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2015-12-20 00:00:00","tmp_toto company","pris en charge",10861,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2015-12-20 00:00:00","tmp_toto company","en attente",11363,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2015-12-20 00:00:00","tmp_toto company","en attente",11862,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2015-12-20 00:00:00","tmp_toto company","en attente",12365,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2015-12-20 00:00:00","tmp_toto company","en attente",12861,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2015-12-20 00:00:00","tmp_toto company","en attente",13361,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2015-12-15 00:00:00","tmp_toto company","en attente",10361,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2015-12-15 00:00:00","tmp_toto company","en attente",10862,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2015-12-15 00:00:00","tmp_toto company","en attente",11361,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2015-12-15 00:00:00","tmp_toto company","en attente",11861,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2015-12-15 00:00:00","tmp_toto company","en attente",12361,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2015-12-15 00:00:00","tmp_toto company","en attente",12862,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2015-12-15 00:00:00","tmp_toto company","en attente",13363,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2015-12-15 00:00:00","tmp_toto company","en attente",13861,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2015-12-10 00:00:00","tmp_toto company","en attente",13860,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2015-12-10 00:00:00","tmp_toto company","en attente",10360,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2015-12-10 00:00:00","tmp_toto company","en attente",10859,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2015-12-10 00:00:00","tmp_toto company","en attente",11360,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2015-12-10 00:00:00","tmp_toto company","en attente",11858,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2015-12-10 00:00:00","tmp_toto company","en attente",12360,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2015-12-10 00:00:00","tmp_toto company","en attente",12860,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2015-12-10 00:00:00","tmp_toto company","en attente",13360,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2015-12-05 00:00:00","tmp_toto company","en attente",10359,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2015-12-05 00:00:00","tmp_toto company","en attente",10860,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2015-12-05 00:00:00","tmp_toto company","en attente",11359,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2015-12-05 00:00:00","tmp_toto company","en attente",11859,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2015-12-05 00:00:00","tmp_toto company","en attente",12359,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2015-12-05 00:00:00","tmp_toto company","en attente",12858,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2015-12-05 00:00:00","tmp_toto company","en attente",13359,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2015-12-05 00:00:00","tmp_toto company","en attente",13858,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2015-11-30 00:00:00","tmp_toto company","en attente",13859,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2015-11-30 00:00:00","tmp_toto company","en attente",10358,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2015-11-30 00:00:00","tmp_toto company","en attente",10858,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2015-11-30 00:00:00","tmp_toto company","en attente",11358,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2015-11-30 00:00:00","tmp_toto company","en attente",11860,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2015-11-30 00:00:00","tmp_toto company","en attente",12358,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2015-11-30 00:00:00","tmp_toto company","en attente",12857,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2015-11-30 00:00:00","tmp_toto company","en attente",13358,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2015-11-25 00:00:00","tmp_toto company","en attente",10357,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2015-11-25 00:00:00","tmp_toto company","en attente",10857,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2015-11-25 00:00:00","tmp_toto company","en attente",11357,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
